txn_id,sender_id,recipient_id,amount,currency,channel,timestamp,sender_age,sender_tenure_days,sender_typical_amount,recipient_is_new_to_sender,recipient_account_age_days,recipient_distinct_senders_1h,recipient_distinct_senders_24h,recipient_distinct_senders_7d,has_credential_event,credential_event_type,credential_event_minutes_before_txn,credential_failed_attempts,label
TXN-0001858,SND-01073,REC-01926,2727.52,NGN,p2p,2026-07-03T18:25:44,31,35,677.88,0,180,1,2,4,0,none,0.0,0,1
TXN-0001859,SND-00702,REC-00606,2938.12,NGN,p2p,2026-07-17T15:11:56,35,180,315.61,0,210,0,1,1,0,none,0.0,0,0
TXN-0001860,SND-01488,REC-00589,4373.27,KES,p2p,2026-07-23T19:56:41,28,211,173.16,0,737,0,0,1,1,password_reset,31.0116,0,1
TXN-0001861,SND-01914,REC-02359,265.55,ZAR,agent_cashout,2026-07-08T08:36:21,38,10,55.02,1,84,0,0,2,1,pin_failed_then_success,6.8009,3,0
TXN-0001862,SND-02944,REC-02562,531.08,UGX,p2p,2026-07-24T05:24:15,36,1131,107.08,1,1205,0,0,2,0,none,0.0,0,1
TXN-0001863,SND-03727,REC-01628,138.36,KES,agent_cashout,2026-07-20T19:11:57,25,349,135.18,0,468,17,34,81,0,none,0.0,0,1
TXN-0001864,SND-00837,REC-02670,1230.28,ZAR,p2p,2026-07-28T21:39:33,38,29,786.14,1,408,0,0,1,0,none,0.0,0,0
TXN-0001865,SND-00251,REC-01136,1732.89,XOF,bill_pay,2026-07-08T09:41:04,28,344,202.3,0,53,0,0,2,0,none,0.0,0,0
TXN-0001866,SND-03758,REC-02761,64494.61,UGX,p2p,2026-07-02T15:29:52,36,551,1536.55,0,244,0,0,1,1,password_reset,8.3482,0,1
TXN-0001867,SND-02061,REC-01029,2741.54,NGN,agent_cashout,2026-07-13T08:19:57,44,1756,2064.73,1,342,0,0,2,1,sim_swap_alert,12.7445,8,1
TXN-0001868,SND-01573,REC-02640,625.57,TZS,p2p,2026-07-07T14:03:52,45,60,68.97,0,113,0,0,4,1,pin_failed_then_success,23.5842,2,1
TXN-0001869,SND-03046,REC-01811,166.46,XOF,bill_pay,2026-07-22T13:24:51,37,178,179.15,0,110,17,42,134,0,none,0.0,0,1
TXN-0001870,SND-03327,REC-00262,487.93,TZS,agent_cashout,2026-07-16T15:31:38,28,271,308.6,1,985,0,2,2,0,none,0.0,0,1
TXN-0001871,SND-00318,REC-00616,476.43,GHS,p2p,2026-07-14T07:22:37,36,1655,512.06,0,141,0,0,3,0,none,0.0,0,0
TXN-0001872,SND-00569,REC-00808,223.97,KES,p2p,2026-07-03T12:02:00,40,774,267.23,0,93,0,1,2,0,none,0.0,0,0
TXN-0001873,SND-02286,REC-01127,236.81,UGX,p2p,2026-07-17T17:50:55,49,60,230.22,0,79,0,0,2,1,password_reset,77.9626,0,0
TXN-0001874,SND-03640,REC-02876,539.49,KES,p2p,2026-07-19T00:18:09,29,94,208.92,1,141,0,1,4,1,sim_swap_alert,18.7716,6,0
TXN-0001875,SND-02531,REC-00473,1529.25,KES,p2p,2026-07-23T09:28:32,19,1369,2394.66,0,114,0,0,3,0,none,0.0,0,0
TXN-0001876,SND-01172,REC-01105,1066.24,TZS,merchant,2026-07-05T13:25:00,57,800,174.88,1,434,0,0,1,0,none,0.0,0,0
TXN-0001877,SND-02185,REC-01479,5264.27,KES,p2p,2026-07-22T16:22:37,26,1115,421.04,0,149,1,1,1,0,none,0.0,0,0
TXN-0001878,SND-01872,REC-01336,87.25,XOF,merchant,2026-07-21T18:13:57,33,274,87.75,0,248,0,0,5,0,none,0.0,0,1
TXN-0001879,SND-01288,REC-00128,3898.85,TZS,bill_pay,2026-07-15T09:52:38,27,359,616.48,0,480,0,1,4,0,none,0.0,0,0
TXN-0001880,SND-02949,REC-02864,506.54,KES,agent_cashout,2026-07-12T21:13:38,30,610,249.99,0,158,1,2,3,0,none,0.0,0,0
TXN-0001881,SND-03348,REC-01584,242.2,XOF,merchant,2026-07-02T10:15:21,34,593,156.74,0,357,0,1,4,0,none,0.0,0,0
TXN-0001882,SND-03144,REC-00780,547.43,TZS,p2p,2026-07-19T09:24:27,22,2076,254.08,0,1226,12,47,112,0,none,0.0,0,1
TXN-0001883,SND-01992,REC-00336,7125.79,GHS,bill_pay,2026-07-24T07:05:03,25,79,316.69,1,534,0,0,1,1,password_reset,17.6415,0,0
TXN-0001884,SND-03435,REC-02034,1577.32,NGN,p2p,2026-07-16T13:56:50,21,311,231.92,0,486,0,0,2,1,device_change,4.0059,0,0
TXN-0001885,SND-01530,REC-00646,14898.21,ZAR,merchant,2026-07-25T08:41:15,47,292,955.99,1,372,1,2,5,0,none,0.0,0,0
TXN-0001886,SND-03774,REC-02018,3782.07,NGN,merchant,2026-07-24T00:20:29,40,713,207.06,0,63,0,1,4,1,device_change,24.5871,0,1
TXN-0001887,SND-00699,REC-01356,165.99,XOF,p2p,2026-07-29T08:47:35,34,99,154.2,1,328,4,15,114,0,none,0.0,0,0
TXN-0001888,SND-01330,REC-00279,661.67,TZS,p2p,2026-07-26T16:37:48,48,398,22.7,0,342,0,0,0,1,otp_delay_retry,36.5875,1,0
TXN-0001889,SND-00857,REC-00495,130.01,UGX,bill_pay,2026-07-15T08:43:55,29,563,128.1,0,572,0,0,0,0,none,0.0,0,0
TXN-0001890,SND-02723,REC-01495,35.13,UGX,p2p,2026-07-02T09:00:03,28,255,20.4,0,381,1,2,4,0,none,0.0,0,0
TXN-0001891,SND-03856,REC-00588,6025.73,ZAR,p2p,2026-07-13T09:47:20,55,500,499.84,1,1241,0,0,1,0,none,0.0,0,0
TXN-0001892,SND-00827,REC-00390,1095.88,NGN,p2p,2026-07-27T11:24:45,40,698,453.45,0,1218,0,0,0,0,none,0.0,0,0
TXN-0001893,SND-01280,REC-01780,9665.45,GHS,bill_pay,2026-07-23T08:01:17,37,985,988.36,1,540,0,1,2,0,none,0.0,0,1
TXN-0001894,SND-01080,REC-01477,2132.16,UGX,merchant,2026-07-03T16:38:31,30,106,302.29,0,334,0,1,2,0,none,0.0,0,0
TXN-0001895,SND-03695,REC-02471,674.87,NGN,agent_cashout,2026-07-27T01:12:42,39,1171,1054.22,1,182,0,2,3,0,none,0.0,0,0
TXN-0001896,SND-02511,REC-00349,1497.25,GHS,p2p,2026-07-25T18:51:24,27,470,341.47,1,1066,1,1,5,0,none,0.0,0,0
TXN-0001897,SND-00251,REC-00012,1234.24,TZS,p2p,2026-07-09T10:05:33,28,344,202.3,0,81,0,0,0,0,none,0.0,0,0
TXN-0001898,SND-02724,REC-00066,370.71,GHS,p2p,2026-07-19T20:58:12,42,35,144.66,1,120,0,0,1,1,sim_swap_alert,46.3931,7,1
TXN-0001899,SND-00649,REC-00422,1655.51,ZAR,merchant,2026-07-01T21:15:59,40,96,1728.48,0,122,17,52,125,0,none,0.0,0,1
TXN-0001900,SND-01705,REC-01869,88.77,KES,p2p,2026-07-12T13:22:22,33,1168,75.56,1,17,0,1,1,0,none,0.0,0,0
TXN-0001901,SND-02066,REC-01356,52.6,NGN,p2p,2026-07-25T07:44:16,66,374,78.77,1,328,0,3,3,1,pin_failed_then_success,6.5883,1,0
TXN-0001902,SND-00837,REC-01072,464.8,UGX,bill_pay,2026-07-07T08:52:03,38,29,786.14,0,320,0,0,1,0,none,0.0,0,0
TXN-0001903,SND-02674,REC-02297,535.81,GHS,p2p,2026-07-07T16:43:47,23,809,138.76,0,617,0,1,2,0,none,0.0,0,1
TXN-0001904,SND-00587,REC-00420,54.55,ZAR,p2p,2026-07-13T20:51:50,32,325,50.55,0,47,6,32,127,0,none,0.0,0,0
TXN-0001905,SND-03058,REC-02534,141.88,NGN,p2p,2026-07-25T08:30:27,26,1620,66.5,0,35,10,32,131,0,none,0.0,0,1
TXN-0001906,SND-02856,REC-01750,668.22,KES,p2p,2026-07-08T17:11:37,37,289,376.11,0,295,18,34,93,0,none,0.0,0,1
TXN-0001907,SND-00138,REC-01480,264.28,ZAR,p2p,2026-07-16T13:13:29,24,462,243.13,1,656,0,0,1,0,none,0.0,0,0
TXN-0001908,SND-01084,REC-00367,869.84,TZS,bill_pay,2026-07-18T14:56:52,23,305,58.21,0,525,0,0,3,1,device_change,36.0036,0,1
TXN-0001909,SND-02971,REC-02386,2511.91,UGX,p2p,2026-07-03T13:45:44,66,42,441.98,1,21,0,1,3,0,none,0.0,0,0
TXN-0001910,SND-01223,REC-01982,2280.07,GHS,p2p,2026-07-05T10:52:37,46,461,312.72,0,124,0,0,4,1,device_change,0.443,0,1
TXN-0001911,SND-00640,REC-02990,2392.31,UGX,p2p,2026-07-23T17:24:31,42,2288,358.88,0,545,0,0,0,0,none,0.0,0,0
TXN-0001912,SND-02057,REC-01111,3045.81,GHS,p2p,2026-07-18T19:22:48,39,476,451.38,0,151,0,0,2,1,pin_failed_then_success,26.7607,3,0
TXN-0001913,SND-02782,REC-01797,36.93,KES,p2p,2026-07-15T02:48:41,30,166,79.87,0,104,0,0,1,0,none,0.0,0,0
TXN-0001914,SND-00235,REC-00058,214.41,TZS,p2p,2026-07-20T06:29:30,38,771,67.71,0,111,0,1,4,1,password_reset,1.311,5,0
TXN-0001915,SND-01735,REC-01017,63.99,TZS,p2p,2026-07-04T12:06:14,27,1315,52.23,1,33,0,0,2,0,none,0.0,0,0
TXN-0001916,SND-00523,REC-02824,440.2,KES,merchant,2026-07-03T09:56:17,41,173,65.58,0,45,0,1,3,0,none,0.0,0,0
TXN-0001917,SND-00734,REC-00352,103.5,XOF,merchant,2026-07-27T08:48:35,37,728,53.02,0,83,1,1,4,1,sim_swap_alert,4.2402,5,0
TXN-0001918,SND-03930,REC-00818,628.25,UGX,bill_pay,2026-07-13T15:56:25,55,500,553.19,0,1981,0,1,2,0,none,0.0,0,0
TXN-0001919,SND-00450,REC-01072,72.93,GHS,merchant,2026-07-26T03:43:26,45,152,106.84,0,320,12,20,107,0,none,0.0,0,1
TXN-0001920,SND-03827,REC-00027,223.92,KES,bill_pay,2026-07-08T18:40:00,39,509,44.53,0,323,0,0,0,0,none,0.0,0,1
TXN-0001921,SND-03714,REC-00849,14834.25,NGN,p2p,2026-07-18T22:26:12,33,239,250.9,1,198,0,0,2,1,pin_failed_then_success,54.7826,3,0
TXN-0001922,SND-01618,REC-00368,4328.09,TZS,agent_cashout,2026-07-18T11:05:09,53,25,2273.27,0,127,17,42,128,0,none,0.0,0,1
TXN-0001923,SND-02867,REC-00668,500.07,UGX,bill_pay,2026-07-17T17:33:30,35,129,258.61,0,398,5,47,116,0,none,0.0,0,0
TXN-0001924,SND-00240,REC-02027,600.01,NGN,merchant,2026-07-19T17:16:45,30,874,242.03,1,214,2,2,2,0,none,0.0,0,0
TXN-0001925,SND-02308,REC-01999,195.99,GHS,p2p,2026-07-08T08:15:00,27,118,159.53,0,27,0,0,3,1,device_change,2.3811,6,0
TXN-0001926,SND-02943,REC-01478,364.69,XOF,bill_pay,2026-07-15T10:13:06,30,23,340.16,0,13,0,0,3,0,none,0.0,0,0
TXN-0001927,SND-01742,REC-02795,1391.91,KES,agent_cashout,2026-07-20T09:53:33,28,1060,177.37,1,255,0,1,1,0,none,0.0,0,0
TXN-0001928,SND-00615,REC-00050,1104.43,ZAR,p2p,2026-07-13T07:22:26,30,20,156.18,1,130,0,1,3,0,none,0.0,0,0
TXN-0001929,SND-01186,REC-02491,245.32,GHS,p2p,2026-07-16T17:51:04,28,42,353.45,1,51,0,0,0,0,none,0.0,0,0
TXN-0001930,SND-00890,REC-00630,18485.34,XOF,p2p,2026-07-15T12:01:13,25,722,541.69,0,1699,0,1,4,1,password_reset,71.7856,1,1
TXN-0001931,SND-02846,REC-02473,552.4,TZS,agent_cashout,2026-07-23T17:20:08,44,3184,107.38,0,344,0,1,2,0,none,0.0,0,1
TXN-0001932,SND-02281,REC-02899,3452.96,UGX,p2p,2026-07-01T17:15:53,20,1443,3438.16,0,74,13,51,151,0,none,0.0,0,0
TXN-0001933,SND-03960,REC-00275,308.08,TZS,agent_cashout,2026-07-17T20:12:58,23,611,346.44,1,1359,0,0,2,0,none,0.0,0,0
TXN-0001934,SND-03810,REC-00322,422.68,GHS,p2p,2026-07-14T16:50:38,34,1584,318.29,1,550,15,35,100,0,none,0.0,0,1
TXN-0001935,SND-03845,REC-01335,130.51,NGN,p2p,2026-07-06T09:04:41,27,171,215.6,0,194,13,56,136,0,none,0.0,0,1
TXN-0001936,SND-00042,REC-02802,20339.4,NGN,agent_cashout,2026-07-15T10:03:45,23,517,111.95,1,73,1,2,6,1,pin_failed_then_success,26.5726,1,0
TXN-0001937,SND-00896,REC-02821,235.43,TZS,p2p,2026-07-06T17:47:06,51,11,259.99,1,1063,0,0,2,0,none,0.0,0,0
TXN-0001938,SND-00517,REC-02164,274.29,ZAR,p2p,2026-07-29T13:21:26,31,655,114.13,0,383,0,0,2,0,none,0.0,0,0
TXN-0001939,SND-01023,REC-01650,1148.64,ZAR,p2p,2026-07-16T20:35:03,27,1222,586.53,1,627,0,0,2,0,none,0.0,0,0
TXN-0001940,SND-01351,REC-02551,1337.67,GHS,bill_pay,2026-07-09T06:34:38,31,191,148.0,1,54,0,0,2,0,none,0.0,0,0
TXN-0001941,SND-00975,REC-01743,184.61,GHS,p2p,2026-07-28T07:58:45,34,92,158.33,0,49,0,1,1,0,none,0.0,0,0
TXN-0001942,SND-02035,REC-00161,1168.72,GHS,merchant,2026-07-03T22:25:46,27,264,198.21,0,951,0,1,3,0,none,0.0,0,1
TXN-0001943,SND-03696,REC-01656,1399.79,ZAR,p2p,2026-07-22T08:51:48,22,717,142.23,0,70,0,1,3,0,none,0.0,0,0
TXN-0001944,SND-03337,REC-00537,1231.43,KES,bill_pay,2026-07-17T01:35:54,25,664,71.88,1,125,0,0,3,1,device_change,20.6657,1,0
TXN-0001945,SND-03415,REC-01232,62.09,NGN,bill_pay,2026-07-26T15:04:46,30,240,41.29,0,62,13,20,134,0,none,0.0,0,0
TXN-0001946,SND-03611,REC-01781,891.4,TZS,p2p,2026-07-27T19:54:05,54,36,245.8,0,134,0,0,1,0,none,0.0,0,0
TXN-0001947,SND-00581,REC-01703,519.4,XOF,p2p,2026-07-29T21:48:37,23,723,199.07,0,796,6,49,163,0,none,0.0,0,1
TXN-0001948,SND-00632,REC-02406,8447.45,XOF,p2p,2026-07-13T17:06:35,43,509,1288.76,0,375,0,0,3,0,none,0.0,0,0
TXN-0001949,SND-00171,REC-02498,2742.22,GHS,p2p,2026-07-05T18:42:08,39,580,572.51,0,121,0,0,1,0,none,0.0,0,0
TXN-0001950,SND-00647,REC-02367,1661.89,ZAR,merchant,2026-07-19T07:25:54,46,40,432.9,1,63,0,0,1,0,none,0.0,0,0
TXN-0001951,SND-01818,REC-01025,455.59,KES,merchant,2026-07-16T16:57:24,25,138,497.73,1,773,0,0,0,1,pin_failed_then_success,11.9855,6,1
TXN-0001952,SND-02373,REC-02062,3931.78,KES,merchant,2026-07-11T10:42:54,22,453,133.94,0,958,0,0,1,1,password_reset,26.3089,1,0
TXN-0001953,SND-00140,REC-01602,1199.38,NGN,p2p,2026-07-25T06:12:38,26,151,445.72,1,910,3,46,156,0,none,0.0,0,0
TXN-0001954,SND-01109,REC-00777,12203.06,TZS,p2p,2026-07-23T10:15:45,49,378,445.11,0,115,0,0,2,0,none,0.0,0,0
TXN-0001955,SND-00239,REC-00259,49.45,UGX,p2p,2026-07-07T10:06:08,34,52,58.82,0,459,16,30,85,0,none,0.0,0,1
TXN-0001956,SND-02029,REC-02341,6055.23,UGX,p2p,2026-07-21T13:36:20,37,169,567.96,0,300,0,0,2,1,pin_failed_then_success,2.0418,2,0
TXN-0001957,SND-03408,REC-01913,98.33,GHS,p2p,2026-07-24T20:00:02,37,124,97.39,1,347,0,0,2,0,none,0.0,0,0
TXN-0001958,SND-01847,REC-02075,34932.02,ZAR,agent_cashout,2026-07-29T08:16:25,41,584,2354.46,1,281,0,0,2,0,none,0.0,0,0
TXN-0001959,SND-03460,REC-00183,16447.39,GHS,bill_pay,2026-07-07T16:36:40,28,443,777.28,0,170,0,0,1,1,pin_failed_then_success,14.6406,3,1
TXN-0001960,SND-03877,REC-02594,645.22,GHS,p2p,2026-07-03T15:14:09,22,562,509.09,0,176,0,0,2,0,none,0.0,0,1
TXN-0001961,SND-02705,REC-01956,224.75,KES,agent_cashout,2026-07-20T07:45:11,21,473,262.57,0,642,0,0,0,1,sim_swap_alert,65.4643,0,0
TXN-0001962,SND-01448,REC-02897,208.94,TZS,bill_pay,2026-07-01T17:18:10,42,310,32.55,0,1384,0,2,2,1,password_reset,8.585,1,0
TXN-0001963,SND-02546,REC-01185,5520.77,NGN,p2p,2026-07-18T13:46:43,36,314,1410.14,0,163,0,0,2,0,none,0.0,0,0
TXN-0001964,SND-01918,REC-02556,255.57,XOF,p2p,2026-07-02T16:40:24,47,718,32.14,0,128,0,2,5,0,none,0.0,0,0
TXN-0001965,SND-03200,REC-02017,2435.59,UGX,merchant,2026-07-01T18:13:36,25,386,284.42,0,56,0,0,2,0,none,0.0,0,1
TXN-0001966,SND-02673,REC-02163,942.97,NGN,p2p,2026-07-03T11:12:26,26,316,328.79,1,464,0,0,3,0,none,0.0,0,0
TXN-0001967,SND-02891,REC-01577,60.9,NGN,p2p,2026-07-23T00:15:32,41,934,62.39,1,138,0,0,3,1,pin_failed_then_success,27.3088,5,0
TXN-0001968,SND-02291,REC-01335,198.18,XOF,p2p,2026-07-04T11:14:52,34,258,112.59,1,194,1,1,1,0,none,0.0,0,0
TXN-0001969,SND-00232,REC-01840,159.89,GHS,bill_pay,2026-07-13T08:28:31,39,122,81.62,1,163,0,0,1,0,none,0.0,0,0
TXN-0001970,SND-03330,REC-01752,997.87,GHS,p2p,2026-07-23T13:55:14,53,44,726.31,0,178,0,0,1,1,device_change,37.5645,9,1
TXN-0001971,SND-00138,REC-02856,154.94,NGN,merchant,2026-07-08T00:53:00,24,462,243.13,0,886,0,0,1,0,none,0.0,0,0
TXN-0001972,SND-01975,REC-02636,375.76,ZAR,agent_cashout,2026-07-06T18:48:38,31,198,448.81,1,16,0,0,1,0,none,0.0,0,0
TXN-0001973,SND-03607,REC-01069,1299.88,XOF,merchant,2026-07-28T10:18:36,47,279,677.63,0,580,0,0,0,1,device_change,43.4013,8,1
TXN-0001974,SND-02845,REC-01484,1444.82,NGN,p2p,2026-07-07T19:22:48,33,330,752.32,0,89,0,0,2,1,device_change,3.0181,9,1
TXN-0001975,SND-03322,REC-02815,306.98,TZS,merchant,2026-07-30T11:20:08,42,536,342.64,0,387,0,0,1,0,none,0.0,0,0
TXN-0001976,SND-01497,REC-00860,4437.74,ZAR,merchant,2026-07-25T12:20:47,19,252,375.54,0,367,0,0,1,0,none,0.0,0,0
TXN-0001977,SND-01310,REC-00338,224.35,TZS,p2p,2026-07-23T19:31:02,21,517,179.11,0,443,0,0,0,0,none,0.0,0,0
TXN-0001978,SND-03467,REC-01762,3152.18,UGX,agent_cashout,2026-07-30T07:34:12,36,84,257.62,0,950,0,2,3,0,none,0.0,0,1
TXN-0001979,SND-01778,REC-00248,7698.14,UGX,merchant,2026-07-06T18:31:20,42,2053,4367.3,1,142,0,0,2,0,none,0.0,0,0
TXN-0001980,SND-03058,REC-02534,121.54,XOF,p2p,2026-07-12T12:44:15,26,1620,66.5,0,35,0,0,5,0,none,0.0,0,0
TXN-0001981,SND-03628,REC-02654,563.26,KES,p2p,2026-07-24T06:28:03,37,230,55.7,0,284,1,1,3,0,none,0.0,0,0
TXN-0001982,SND-03495,REC-00557,328.66,GHS,agent_cashout,2026-07-13T18:34:34,30,389,45.29,0,381,0,0,1,0,none,0.0,0,0
TXN-0001983,SND-03027,REC-00186,126.54,TZS,bill_pay,2026-07-14T01:24:07,28,1421,124.22,0,476,15,58,132,0,none,0.0,0,0
TXN-0001984,SND-01028,REC-00040,125.12,TZS,merchant,2026-07-25T17:57:13,39,177,160.06,0,134,0,1,3,0,none,0.0,0,0
TXN-0001985,SND-02669,REC-02743,145.52,XOF,agent_cashout,2026-07-17T07:28:48,20,102,201.0,0,432,0,0,3,0,none,0.0,0,0
TXN-0001986,SND-03555,REC-00504,1454.12,TZS,bill_pay,2026-07-24T07:09:11,33,89,170.84,1,424,0,1,2,1,password_reset,5.4786,0,0
TXN-0001987,SND-03088,REC-00352,91.76,UGX,p2p,2026-07-06T17:15:43,26,367,102.08,0,83,0,1,3,0,none,0.0,0,0
TXN-0001988,SND-01400,REC-01907,591.86,KES,bill_pay,2026-07-26T13:39:10,25,162,232.53,0,614,0,3,6,0,none,0.0,0,1
TXN-0001989,SND-00952,REC-00921,629.42,NGN,bill_pay,2026-07-01T07:57:58,33,142,421.7,1,297,0,1,3,0,none,0.0,0,0
TXN-0001990,SND-02736,REC-02509,760.83,XOF,bill_pay,2026-07-01T01:28:37,27,1060,687.1,1,931,6,39,155,0,none,0.0,0,1
TXN-0001991,SND-02924,REC-00927,1757.87,TZS,p2p,2026-07-03T13:09:49,43,105,2619.78,0,91,0,1,4,0,none,0.0,0,1
TXN-0001992,SND-02212,REC-01461,100.59,KES,merchant,2026-07-12T20:40:13,39,298,37.37,0,606,9,16,104,1,sim_swap_alert,18.0569,0,1
TXN-0001993,SND-01481,REC-00555,76.57,TZS,p2p,2026-07-16T08:50:41,31,413,131.5,0,210,9,40,81,0,none,0.0,0,1
TXN-0001994,SND-00829,REC-02270,273.29,ZAR,p2p,2026-07-09T19:02:06,34,350,475.36,1,123,7,45,158,0,none,0.0,0,1
TXN-0001995,SND-03870,REC-01660,470.85,XOF,p2p,2026-07-10T19:03:32,50,620,580.78,1,88,1,1,1,1,device_change,10.5597,7,1
TXN-0001996,SND-00370,REC-02169,86.63,NGN,agent_cashout,2026-07-08T21:41:45,35,267,73.87,0,682,1,3,3,0,none,0.0,0,0
TXN-0001997,SND-02922,REC-00856,1267.74,ZAR,merchant,2026-07-12T22:15:49,45,46,771.93,0,1346,0,0,2,0,none,0.0,0,0
TXN-0001998,SND-02147,REC-01304,979.18,GHS,bill_pay,2026-07-10T15:18:48,20,128,133.0,1,736,1,2,6,0,none,0.0,0,0
TXN-0001999,SND-01550,REC-02355,400.18,GHS,agent_cashout,2026-07-11T20:48:53,36,303,647.81,1,4,1,2,2,0,none,0.0,0,0
TXN-0002000,SND-00327,REC-02995,1446.08,GHS,agent_cashout,2026-07-30T18:26:47,37,1513,1443.6,1,306,0,0,1,0,none,0.0,0,0
TXN-0002001,SND-00026,REC-02422,12397.87,KES,bill_pay,2026-07-01T07:06:28,38,148,1174.47,1,246,0,1,2,0,none,0.0,0,0
TXN-0002002,SND-03724,REC-01652,30.78,KES,p2p,2026-07-27T10:08:57,23,357,33.94,0,235,1,2,5,0,none,0.0,0,0
TXN-0002003,SND-02567,REC-02136,31.3,NGN,p2p,2026-07-09T08:30:55,36,621,27.73,0,804,1,1,2,0,none,0.0,0,0
TXN-0002004,SND-00728,REC-01478,6203.26,UGX,bill_pay,2026-07-05T15:13:49,35,260,989.8,0,13,0,0,3,0,none,0.0,0,0
TXN-0002005,SND-00058,REC-00235,588.76,ZAR,p2p,2026-07-20T07:00:43,40,301,168.86,0,216,0,0,3,0,none,0.0,0,1
TXN-0002006,SND-01418,REC-00332,353.35,GHS,p2p,2026-07-26T05:27:28,39,337,40.45,0,192,0,0,1,0,none,0.0,0,1
TXN-0002007,SND-00500,REC-02806,42880.7,KES,p2p,2026-07-08T20:36:48,35,313,1019.86,0,139,0,0,2,1,pin_failed_then_success,42.6487,1,0
TXN-0002008,SND-03276,REC-02473,295.26,UGX,p2p,2026-07-05T10:48:48,42,712,211.2,0,344,0,0,1,1,password_reset,18.3727,0,0
TXN-0002009,SND-02678,REC-02085,111.33,NGN,p2p,2026-07-18T11:43:22,28,1422,43.25,1,134,0,0,4,1,otp_delay_retry,27.5025,7,1
TXN-0002010,SND-03983,REC-01819,148.62,GHS,p2p,2026-07-19T13:10:21,32,545,122.58,0,212,0,1,3,0,none,0.0,0,0
TXN-0002011,SND-02919,REC-02459,156.95,KES,p2p,2026-07-02T06:56:38,34,80,123.94,1,17,1,1,2,0,none,0.0,0,0
TXN-0002012,SND-03074,REC-00188,226.88,KES,bill_pay,2026-07-23T08:10:31,22,497,174.58,1,155,10,51,95,0,none,0.0,0,0
TXN-0002013,SND-01154,REC-02782,11868.03,ZAR,p2p,2026-07-26T12:30:41,39,1072,831.92,1,79,0,0,2,1,sim_swap_alert,52.6037,1,0
TXN-0002014,SND-02996,REC-00392,514.97,NGN,p2p,2026-07-23T19:01:12,29,82,429.46,0,620,6,30,116,0,none,0.0,0,0
TXN-0002015,SND-01007,REC-02773,3654.61,XOF,p2p,2026-07-20T13:32:20,27,251,219.36,0,604,0,0,2,0,none,0.0,0,1
TXN-0002016,SND-02749,REC-02983,85.32,GHS,p2p,2026-07-20T06:21:37,33,154,139.87,0,235,0,0,1,0,none,0.0,0,0
TXN-0002017,SND-01912,REC-00181,670.05,KES,p2p,2026-07-02T07:03:30,24,540,94.09,0,411,0,0,0,1,password_reset,5.8537,0,0
TXN-0002018,SND-01932,REC-01030,4037.62,NGN,agent_cashout,2026-07-26T06:00:01,48,748,300.27,1,13,0,2,2,1,sim_swap_alert,50.4702,1,0
TXN-0002019,SND-02171,REC-02477,25211.73,ZAR,p2p,2026-07-29T16:48:13,49,742,1489.56,0,679,0,0,3,1,otp_delay_retry,24.4326,1,0
TXN-0002020,SND-01813,REC-01613,401.58,KES,merchant,2026-07-12T14:03:49,44,180,38.82,1,251,0,2,3,1,pin_failed_then_success,32.1899,3,1
TXN-0002021,SND-00007,REC-02117,393.7,NGN,p2p,2026-07-18T21:32:40,51,405,318.1,1,739,0,1,3,0,none,0.0,0,0
TXN-0002022,SND-02399,REC-00636,218.87,XOF,p2p,2026-07-10T20:37:15,29,2416,240.71,0,287,0,0,0,0,none,0.0,0,1
TXN-0002023,SND-02490,REC-02218,767.25,NGN,agent_cashout,2026-07-15T07:28:23,42,512,631.7,0,97,12,53,74,0,none,0.0,0,1
TXN-0002024,SND-03034,REC-00805,451.38,ZAR,p2p,2026-07-13T17:33:04,28,897,168.6,1,376,0,1,3,0,none,0.0,0,0
TXN-0002025,SND-00275,REC-01000,23138.62,NGN,bill_pay,2026-07-15T23:56:17,20,453,3488.06,1,187,1,1,5,0,none,0.0,0,1
TXN-0002026,SND-02557,REC-01142,3410.1,TZS,agent_cashout,2026-07-08T08:23:08,51,240,1717.48,0,226,9,26,117,1,sim_swap_alert,37.8236,1,0
TXN-0002027,SND-03428,REC-02343,2789.58,GHS,p2p,2026-07-09T13:55:01,35,399,226.79,0,626,1,2,3,1,sim_swap_alert,4.5101,1,0
TXN-0002028,SND-01248,REC-00587,195.43,TZS,agent_cashout,2026-07-09T16:31:12,34,400,364.42,0,384,0,0,2,1,otp_delay_retry,37.7777,3,1
TXN-0002029,SND-02411,REC-00516,3078.17,UGX,p2p,2026-07-18T07:26:29,50,88,180.81,0,315,0,1,7,1,otp_delay_retry,0.4012,1,0
TXN-0002030,SND-03875,REC-00862,1161.89,GHS,agent_cashout,2026-07-12T20:49:59,44,28,221.11,0,737,0,0,2,0,none,0.0,0,1
TXN-0002031,SND-00843,REC-02077,4185.32,UGX,p2p,2026-07-17T14:54:46,24,538,1728.01,0,861,0,2,3,0,none,0.0,0,0
TXN-0002032,SND-01202,REC-01719,12339.11,UGX,agent_cashout,2026-07-29T16:20:27,45,575,386.72,0,382,0,0,1,1,pin_failed_then_success,17.5074,2,0
TXN-0002033,SND-03736,REC-00427,1677.44,XOF,bill_pay,2026-07-27T01:32:42,36,211,1381.27,1,207,1,2,3,1,otp_delay_retry,23.9545,9,1
